image_file,mask_file,shape,cloud_coverage,mean_red,mean_green,mean_blue,mean_ir,std_red,std_green,std_blue,std_ir,corr_red_ir,corr_green_ir,corr_blue_ir
676967.tif,676967.tif,"(512, 512, 4)",0.1374,807.58,1210.02,1686.5,1958.39,630.0,652.09,748.5,833.81,0.8465,0.9409,0.9869
677057.tif,677057.tif,"(512, 512, 4)",0.9979,1958.24,1960.79,1763.93,3450.28,1129.28,1025.18,997.35,754.31,0.9607,0.9637,0.9409
677079.tif,677079.tif,"(512, 512, 4)",0.0598,602.71,909.16,938.82,2772.15,901.97,820.53,796.09,701.33,0.7862,0.8044,0.7353
677086.tif,677086.tif,"(512, 512, 4)",1.0,1822.54,1730.84,1492.52,1327.39,1779.33,1739.23,1758.58,1697.28,0.9991,0.999,0.9974
677124.tif,677124.tif,"(512, 512, 4)",0.1145,512.0,735.0,546.34,3179.67,573.58,536.91,573.46,772.71,0.3192,0.3855,0.1897
677210.tif,677210.tif,"(512, 512, 4)",0.5309,3807.73,3637.94,3507.45,3990.69,4672.45,4375.41,4151.99,3988.31,0.9877,0.9915,0.9889
677236.tif,677236.tif,"(512, 512, 4)",0.9954,1944.39,1909.53,1684.68,2063.53,1897.33,1726.31,1646.27,1803.34,0.8805,0.8926,0.8879
677321.tif,677321.tif,"(512, 512, 4)",1.0,4651.49,3749.87,3396.12,3152.59,1714.65,1849.4,2172.95,2412.89,0.9609,0.9845,0.9923
677438.tif,677438.tif,"(512, 512, 4)",0.9858,6727.58,6334.63,5966.38,6604.25,3800.87,3525.88,3394.34,2794.18,0.995,0.9962,0.9914
677457.tif,677457.tif,"(512, 512, 4)",0.7221,4213.57,4047.37,3836.03,4776.91,4153.77,3948.7,3870.77,3492.44,0.9725,0.9778,0.9727
677596.tif,677596.tif,"(512, 512, 4)",1.0,1218.21,1454.82,1736.38,2681.49,467.55,469.51,480.72,513.4,0.9025,0.9278,0.9141
677599.tif,677599.tif,"(512, 512, 4)",0.4301,1668.59,1708.58,1585.0,3319.11,1282.71,1249.76,1296.8,959.98,0.8649,0.8799,0.8694
677723.tif,677723.tif,"(512, 512, 4)",0.9439,3549.74,3376.69,3380.59,3822.94,2744.26,2513.64,2345.04,2244.05,0.9876,0.9937,0.9901
677759.tif,677759.tif,"(512, 512, 4)",0.9824,2420.32,2795.13,2826.39,4165.28,1671.72,1561.62,1539.59,1312.14,0.9084,0.9346,0.934
677883.tif,677883.tif,"(512, 512, 4)",0.7083,2444.3,2523.49,2497.85,3704.33,2417.64,2237.81,2135.16,1776.61,0.9436,0.9546,0.9529
678043.tif,678043.tif,"(512, 512, 4)",0.304,1024.21,1367.05,1130.67,3429.07,1072.04,934.91,949.8,817.73,0.5534,0.6139,0.5332
678083.tif,678083.tif,"(512, 512, 4)",0.4746,2645.14,2614.25,2416.85,4283.5,3486.35,3314.09,3275.46,2738.02,0.9294,0.9379,0.9311
678116.tif,678116.tif,"(512, 512, 4)",0.7619,2940.4,2976.55,2815.61,3912.57,2735.72,2556.32,2494.48,1959.32,0.9199,0.9327,0.9244
678255.tif,678255.tif,"(512, 512, 4)",0.9969,3644.79,3539.88,3204.41,4881.0,1916.29,1701.45,1645.85,1034.41,0.9165,0.9241,0.9043
678388.tif,678388.tif,"(512, 512, 4)",0.3324,1799.18,1986.05,1773.51,3696.81,2197.28,1998.36,1916.04,1535.74,0.8556,0.8781,0.8624
678440.tif,678440.tif,"(512, 512, 4)",1.0,7957.79,7450.76,6991.71,6888.65,2582.78,2430.31,2314.05,2095.44,0.9782,0.9864,0.9848
678443.tif,678443.tif,"(512, 512, 4)",0.3594,1368.13,1510.42,1715.56,2118.95,1697.37,1615.29,1593.67,1617.07,0.9415,0.9611,0.9758
678469.tif,678469.tif,"(512, 512, 4)",1.0,2558.23,2332.81,2240.35,2223.84,713.13,687.12,678.51,687.49,0.9972,0.9983,0.9935
678478.tif,678478.tif,"(512, 512, 4)",0.4693,2696.57,3055.16,3504.49,3757.8,1967.17,1798.08,1669.36,1537.08,0.9428,0.9679,0.9829
678719.tif,678719.tif,"(512, 512, 4)",1.0,6720.09,6221.46,5995.03,6063.89,2859.43,2639.22,2469.79,2398.07,0.9941,0.9934,0.9842
678727.tif,678727.tif,"(512, 512, 4)",0.9827,4658.53,4359.31,3925.0,4654.49,2920.0,2608.39,2481.07,1893.24,0.9766,0.9831,0.9781
678805.tif,678805.tif,"(512, 512, 4)",0.0,784.61,1013.96,1498.93,2193.94,81.96,141.67,257.07,392.25,0.8332,0.8905,0.9234
678856.tif,678856.tif,"(512, 512, 4)",1.0,8768.48,8062.91,7509.56,6949.73,804.53,756.03,710.45,724.74,0.9979,0.9979,0.9958
678866.tif,678866.tif,"(512, 512, 4)",1.0,8012.51,7406.66,6950.86,6876.47,1187.82,1093.31,1000.33,954.99,0.9917,0.9946,0.9884
678923.tif,678923.tif,"(512, 512, 4)",0.9577,2411.58,2703.84,2847.78,3696.57,958.3,879.08,896.8,782.68,0.8657,0.9101,0.8963
678944.tif,678944.tif,"(512, 512, 4)",0.0337,532.55,885.39,611.72,3265.13,323.85,317.37,303.08,491.73,0.3526,0.4585,0.3211
679077.tif,679077.tif,"(512, 512, 4)",1.0,7645.88,7216.01,6934.05,6744.18,1370.76,1287.91,1244.03,1232.58,0.993,0.9931,0.9788
679364.tif,679364.tif,"(512, 512, 4)",1.0,1363.42,1407.18,1220.65,2769.87,972.97,885.14,859.13,771.06,0.8649,0.8827,0.8511
679549.tif,679549.tif,"(512, 512, 4)",0.3843,2098.31,2218.93,2129.31,3583.2,2640.08,2351.2,2210.87,1779.83,0.9002,0.9149,0.902
679577.tif,679577.tif,"(512, 512, 4)",0.9278,5857.41,5615.91,5536.62,5678.99,3219.96,3087.06,2941.17,2757.58,0.9894,0.9925,0.9949
679606.tif,679606.tif,"(512, 512, 4)",1.0,2765.51,2717.97,2571.69,3731.59,1425.13,1388.88,1420.28,1077.78,0.9331,0.9447,0.9371
679720.tif,679720.tif,"(512, 512, 4)",0.0,345.07,607.56,722.03,2066.77,118.95,141.92,177.42,594.85,-0.067,0.2665,-0.0329
679902.tif,679902.tif,"(512, 512, 4)",0.9999,7962.9,7457.86,7132.72,7144.24,2872.27,2648.15,2469.0,2351.92,0.9934,0.9912,0.9721
679958.tif,679958.tif,"(512, 512, 4)",1.0,776.43,632.21,589.25,570.72,373.68,359.96,358.49,365.11,0.991,0.9936,0.9795
680096.tif,680096.tif,"(512, 512, 4)",0.9707,4498.89,4375.84,4172.26,4869.52,2947.32,2764.42,2692.81,2448.15,0.9888,0.9901,0.9786
680097.tif,680097.tif,"(512, 512, 4)",1.0,9036.49,8531.21,8198.69,8079.05,1589.94,1510.74,1446.99,1368.43,0.993,0.9962,0.9959
680099.tif,680099.tif,"(512, 512, 4)",0.086,313.77,228.72,119.77,89.03,68.19,66.43,65.24,67.45,0.9635,0.9744,0.978
680130.tif,680130.tif,"(512, 512, 4)",1.0,7848.46,7634.49,7392.78,7001.77,2382.93,2274.72,2180.66,2119.87,0.9865,0.9927,0.9858
680189.tif,680189.tif,"(512, 512, 4)",1.0,5892.28,5609.39,5371.51,5644.59,1361.72,1277.87,1227.91,1154.72,0.9957,0.9926,0.9698
680238.tif,680238.tif,"(512, 512, 4)",0.2456,1673.5,1825.96,2021.05,2657.77,2454.85,2323.59,2254.99,2233.58,0.937,0.9555,0.9701
680278.tif,680278.tif,"(512, 512, 4)",1.0,2640.43,2463.96,2378.39,2333.76,1211.65,1156.32,1123.84,1100.17,0.9993,0.9995,0.9987
680290.tif,680290.tif,"(512, 512, 4)",1.0,13251.81,12317.26,11726.97,11551.06,1710.8,1620.8,1562.46,1542.04,0.993,0.9958,0.9878
680358.tif,680358.tif,"(512, 512, 4)",0.4213,1155.81,1137.28,1046.89,1186.27,1666.64,1610.02,1580.71,1639.1,0.9352,0.9465,0.941
680412.tif,680412.tif,"(512, 512, 4)",1.0,1024.51,1042.42,900.84,856.13,135.54,121.59,108.81,100.11,0.8205,0.8831,0.8578
680472.tif,680472.tif,"(512, 512, 4)",0.1646,771.43,914.06,691.57,3188.2,1361.22,1281.76,1296.01,1014.55,0.825,0.845,0.8254
680493.tif,680493.tif,"(512, 512, 4)",0.3456,1397.13,1491.45,1619.89,2469.64,1814.66,1733.17,1691.32,1629.83,0.9331,0.948,0.9481
680557.tif,680557.tif,"(512, 512, 4)",0.9999,13550.26,12744.92,11972.22,11645.83,1345.65,1259.55,1173.64,1128.36,0.9886,0.9857,0.9412
680684.tif,680684.tif,"(512, 512, 4)",0.3615,1160.87,1263.33,1072.86,2860.9,1234.5,1212.76,1261.25,1472.91,0.6637,0.7155,0.6721
680822.tif,680822.tif,"(512, 512, 4)",0.882,2920.22,2915.66,2723.71,3916.21,2070.68,1935.96,1884.92,1507.59,0.9208,0.9327,0.9246
680828.tif,680828.tif,"(512, 512, 4)",0.2617,964.58,1161.86,1133.94,2582.48,1439.56,1339.63,1282.99,1210.69,0.8896,0.9121,0.9031
681028.tif,681028.tif,"(512, 512, 4)",0.8568,4741.92,4907.43,5401.22,5711.99,3335.0,2956.65,2578.15,2400.08,0.9569,0.975,0.9939
681070.tif,681070.tif,"(512, 512, 4)",0.6405,1807.27,2006.31,2253.41,3041.35,1986.61,1936.14,1907.57,1847.36,0.9398,0.9524,0.958
681128.tif,681128.tif,"(512, 512, 4)",1.0,7096.71,6791.22,6602.42,6612.44,749.84,693.55,670.28,672.28,0.9035,0.9316,0.924
681141.tif,681141.tif,"(512, 512, 4)",0.582,3039.66,3047.43,2870.9,3843.86,3368.85,3222.21,3170.34,2644.78,0.9754,0.9794,0.9749
681230.tif,681230.tif,"(512, 512, 4)",0.7189,925.23,1099.99,1048.01,2003.63,262.59,254.39,274.52,370.81,0.5816,0.626,0.5416
681242.tif,681242.tif,"(512, 512, 4)",0.4259,1094.73,1279.29,1184.57,3067.45,1456.35,1355.95,1322.53,1311.56,0.7562,0.7961,0.7708
681343.tif,681343.tif,"(512, 512, 4)",0.7548,3236.91,3215.36,2991.8,4341.23,3291.9,3005.08,2899.83,2247.23,0.9326,0.9443,0.9361
681409.tif,681409.tif,"(512, 512, 4)",0.0117,533.72,797.49,1139.01,1975.69,268.25,279.38,367.54,623.06,0.3029,0.4177,0.1249
681456.tif,681456.tif,"(512, 512, 4)",0.0639,791.79,728.8,478.81,365.15,413.31,419.52,412.55,390.59,0.9896,0.9771,0.9889
681478.tif,681478.tif,"(512, 512, 4)",0.5999,925.74,1167.02,1508.63,2330.8,780.6,776.28,800.1,851.82,0.8653,0.9013,0.9303
681489.tif,681489.tif,"(512, 512, 4)",1.0,2493.44,3464.61,4714.25,5709.36,312.59,292.0,305.49,354.49,0.6315,0.8023,0.9152
681542.tif,681542.tif,"(512, 512, 4)",0.1988,675.76,854.36,668.4,3306.94,781.52,756.58,794.2,839.09,0.5377,0.5808,0.5164
681687.tif,681687.tif,"(512, 512, 4)",0.5116,1381.67,1552.78,1329.8,3306.03,1592.91,1484.95,1468.04,1238.77,0.8302,0.8587,0.8358
681866.tif,681866.tif,"(512, 512, 4)",1.0,7099.88,6582.18,6186.47,6088.85,2117.24,1925.37,1760.56,1657.84,0.9968,0.9986,0.9964
681868.tif,681868.tif,"(512, 512, 4)",0.892,1117.04,1272.45,1007.71,3226.04,844.4,776.82,767.77,1056.52,0.4701,0.5528,0.4588
681896.tif,681896.tif,"(512, 512, 4)",0.6538,2650.27,2568.32,2387.5,3699.71,2545.86,2448.19,2466.32,2004.46,0.9146,0.9214,0.9127
682032.tif,682032.tif,"(512, 512, 4)",0.8828,940.22,1356.63,2276.49,2957.47,433.95,465.35,564.88,660.87,0.6855,0.8005,0.9563
682051.tif,682051.tif,"(512, 512, 4)",0.9988,2281.13,2332.56,2054.59,3858.39,2145.17,2014.83,2012.73,1533.42,0.9741,0.9786,0.9732
682144.tif,682144.tif,"(512, 512, 4)",0.0252,3898.25,3667.94,3413.35,3687.78,1409.38,1267.74,1164.39,1184.72,0.9532,0.9705,0.9776
682145.tif,682145.tif,"(512, 512, 4)",1.0,10221.05,9703.53,9286.46,8593.62,756.19,733.57,715.77,671.46,0.99,0.9954,0.9974
682667.tif,682667.tif,"(512, 512, 4)",1.0,3396.3,3507.2,3607.45,4236.41,1260.9,1412.98,1691.74,1765.21,0.956,0.9746,0.9853
682789.tif,682789.tif,"(512, 512, 4)",0.9682,1857.42,2117.17,2980.52,3364.16,1069.85,970.77,874.69,854.23,0.9582,0.9729,0.9908
682813.tif,682813.tif,"(512, 512, 4)",0.9237,4556.47,4460.77,4273.32,5004.03,2997.29,2845.29,2803.24,2135.09,0.977,0.9802,0.976
682851.tif,682851.tif,"(512, 512, 4)",0.2927,695.97,604.92,570.02,576.59,688.41,671.04,665.08,682.17,0.9978,0.9988,0.9977
682959.tif,682959.tif,"(512, 512, 4)",0.6804,2343.4,2348.11,2198.79,3380.53,2442.56,2314.58,2245.54,1890.45,0.947,0.9554,0.9528
683165.tif,683165.tif,"(512, 512, 4)",0.811,4150.73,4059.12,4000.47,4590.82,3400.45,3136.34,2991.43,2639.58,0.9902,0.9919,0.9905
683286.tif,683286.tif,"(512, 512, 4)",0.2294,856.02,981.8,771.34,2947.44,1002.35,957.99,975.32,1281.68,0.5026,0.5702,0.4831
683347.tif,683347.tif,"(512, 512, 4)",0.999,10907.15,10241.97,9603.88,9253.94,2365.73,2242.1,2116.8,2080.35,0.9904,0.9901,0.9634
683390.tif,683390.tif,"(512, 512, 4)",1.0,892.99,810.24,705.24,698.72,370.0,333.36,303.83,294.74,0.99,0.9909,0.9704
683397.tif,683397.tif,"(512, 512, 4)",0.9444,3649.16,3507.92,3268.74,4278.09,2651.75,2482.84,2422.29,1852.26,0.9427,0.9493,0.9424
683635.tif,683635.tif,"(512, 512, 4)",0.6642,4287.17,4220.54,3837.33,5376.64,4142.7,3706.01,3612.78,2461.76,0.9392,0.9494,0.9397
683761.tif,683761.tif,"(512, 512, 4)",0.2218,384.34,351.28,294.69,279.02,72.74,68.98,65.93,64.61,0.9595,0.9674,0.933
683783.tif,683783.tif,"(512, 512, 4)",0.904,5143.74,4897.0,4606.31,5341.91,3419.92,3250.46,3231.79,2414.04,0.9775,0.9811,0.9786
684004.tif,684004.tif,"(512, 512, 4)",0.9401,4166.2,3805.2,3622.44,3627.96,3095.12,2925.41,2827.66,2853.78,0.999,0.9992,0.9967
684041.tif,684041.tif,"(512, 512, 4)",0.0528,673.14,801.87,738.05,2722.5,604.8,583.79,645.52,861.43,0.32,0.38,0.1658
684056.tif,684056.tif,"(512, 512, 4)",0.3096,1625.28,2126.33,2396.27,3533.04,405.17,463.06,582.53,495.51,0.5657,0.6873,0.7305
684194.tif,684194.tif,"(512, 512, 4)",0.76,3374.49,3492.9,3717.32,4246.87,2738.81,2488.58,2284.56,1970.01,0.9563,0.9705,0.9771
684195.tif,684195.tif,"(512, 512, 4)",0.5686,1963.32,2115.05,1992.77,3629.0,2329.19,2089.02,1967.11,1653.28,0.8698,0.8932,0.8781
684357.tif,684357.tif,"(512, 512, 4)",1.0,1058.5,983.57,860.45,797.91,109.48,103.53,96.18,99.69,0.9741,0.9759,0.9512
684384.tif,684384.tif,"(512, 512, 4)",0.6561,2569.09,2743.87,2943.55,3844.39,2192.73,2135.07,2088.96,1960.34,0.9424,0.9512,0.9474
684413.tif,684413.tif,"(512, 512, 4)",0.9904,6179.53,5883.32,5628.03,5244.38,2893.26,2755.17,2647.13,2503.1,0.9944,0.9968,0.991
684482.tif,684482.tif,"(512, 512, 4)",0.0,2560.34,2666.39,2781.21,3437.94,2113.65,1929.78,1840.23,1703.76,0.9737,0.9824,0.9845
684632.tif,684632.tif,"(512, 512, 4)",1.0,8399.14,7743.62,7315.87,7116.84,1364.06,1248.88,1145.21,1105.23,0.9946,0.9961,0.9934
684646.tif,684646.tif,"(512, 512, 4)",0.9858,5228.5,4960.83,4719.18,5043.15,2778.94,2674.98,2618.28,2247.22,0.9928,0.994,0.9917
684791.tif,684791.tif,"(512, 512, 4)",0.1899,865.44,932.41,1054.87,1373.96,324.54,339.49,374.37,491.71,0.8215,0.8795,0.9113
684801.tif,684801.tif,"(512, 512, 4)",0.8807,1115.27,1104.53,981.22,906.58,546.06,500.97,483.41,406.49,0.9957,0.9968,0.9947
684929.tif,684929.tif,"(512, 512, 4)",0.0406,1558.47,1785.67,1812.84,2819.2,613.15,580.04,569.81,672.58,0.8531,0.9048,0.9118
685066.tif,685066.tif,"(512, 512, 4)",1.0,7018.93,6603.25,6282.89,6456.26,893.63,841.66,811.94,613.9,0.9899,0.9921,0.9875
685126.tif,685126.tif,"(512, 512, 4)",0.9409,4526.93,4366.05,4076.36,5115.67,3895.13,3519.7,3337.3,2554.23,0.9648,0.9718,0.9687
685181.tif,685181.tif,"(512, 512, 4)",0.73,3453.93,3392.95,3364.4,3985.67,3134.14,3004.15,2937.17,2823.32,0.9845,0.9896,0.9894
685193.tif,685193.tif,"(512, 512, 4)",0.9919,2736.39,2678.89,2596.42,2949.43,2086.71,1911.57,1791.66,1752.0,0.994,0.9951,0.9821
685196.tif,685196.tif,"(512, 512, 4)",1.0,3621.84,3365.13,3143.84,2920.56,1054.52,1017.3,1007.79,1015.68,0.9934,0.9968,0.9929
685253.tif,685253.tif,"(512, 512, 4)",1.0,722.41,1022.63,1608.87,2306.38,105.74,139.55,221.61,290.09,0.3535,0.5959,0.8881
685365.tif,685365.tif,"(512, 512, 4)",0.3214,989.09,1222.02,1328.54,2553.19,1186.67,1092.54,1053.93,1080.89,0.7408,0.7832,0.7375
685466.tif,685466.tif,"(512, 512, 4)",1.0,6827.01,6482.53,6275.15,6246.74,1937.35,1815.14,1701.82,1526.1,0.9961,0.997,0.9933
685472.tif,685472.tif,"(512, 512, 4)",0.424,1577.07,1608.53,1723.99,2242.52,2089.94,2003.63,1949.09,1947.11,0.9645,0.9748,0.9786
685549.tif,685549.tif,"(512, 512, 4)",0.9297,1831.55,1851.7,1662.0,3238.97,512.2,462.24,448.27,337.99,0.854,0.8755,0.7459
685616.tif,685616.tif,"(512, 512, 4)",0.9721,4679.93,4707.86,4346.44,4426.84,2687.79,2520.92,2568.4,2288.89,0.9424,0.9389,0.9448
685766.tif,685766.tif,"(512, 512, 4)",0.8546,6164.9,5723.53,5154.19,5955.29,4815.48,4246.17,3973.94,2951.47,0.9672,0.9733,0.9611
685792.tif,685792.tif,"(512, 512, 4)",0.8495,3020.71,2876.52,2623.34,3873.32,2898.2,2734.79,2703.43,1963.44,0.9615,0.9668,0.9631
685941.tif,685941.tif,"(512, 512, 4)",0.5197,1891.97,2007.9,1738.7,4227.51,2365.84,2189.85,2162.54,1565.61,0.8155,0.8358,0.8139
685997.tif,685997.tif,"(512, 512, 4)",0.951,1174.81,1392.13,1662.22,2584.88,920.65,907.26,920.18,995.11,0.8497,0.8852,0.8948
686072.tif,686072.tif,"(512, 512, 4)",0.2918,1281.73,1465.09,1427.63,2237.14,1577.42,1535.3,1514.69,1421.93,0.8437,0.8584,0.8536
686179.tif,686179.tif,"(512, 512, 4)",0.323,1281.86,1518.39,1452.95,3268.81,1848.1,1646.66,1552.43,1213.77,0.9148,0.9225,0.9053
686252.tif,686252.tif,"(512, 512, 4)",0.0893,497.71,694.79,577.28,2406.5,960.19,920.4,920.14,779.52,0.8884,0.9083,0.8934
686273.tif,686273.tif,"(512, 512, 4)",0.3161,1086.68,1115.22,948.32,2807.48,1214.47,1186.11,1229.45,1033.19,0.7938,0.8147,0.8025
686448.tif,686448.tif,"(512, 512, 4)",0.5034,2580.83,2592.89,2400.23,3569.69,3713.16,3478.91,3364.14,2775.96,0.9468,0.9553,0.9484
686464.tif,686464.tif,"(512, 512, 4)",1.0,3288.21,3320.06,3346.7,3879.55,903.15,982.74,1144.51,1214.41,0.9703,0.9758,0.9748
686716.tif,686716.tif,"(512, 512, 4)",1.0,9893.76,9190.29,8756.99,8659.54,618.94,584.01,567.48,564.79,0.9693,0.9804,0.9707
686741.tif,686741.tif,"(512, 512, 4)",0.4239,1734.3,1960.28,2041.13,2839.37,1775.9,1607.6,1521.12,1399.0,0.9204,0.9456,0.9471
687019.tif,687019.tif,"(512, 512, 4)",1.0,7345.58,6825.94,6389.7,6288.45,674.32,624.59,586.23,595.16,0.9761,0.9798,0.9141
687044.tif,687044.tif,"(512, 512, 4)",0.4882,3022.31,3267.41,3529.65,3923.4,2751.81,2521.66,2359.26,2119.88,0.9632,0.9779,0.984
687360.tif,687360.tif,"(512, 512, 4)",0.2325,1172.74,1443.24,1562.54,3100.35,1479.4,1382.24,1354.89,1300.46,0.854,0.8857,0.8757
687569.tif,687569.tif,"(512, 512, 4)",0.4752,2203.67,2292.74,2422.35,3187.81,2510.42,2385.98,2315.69,2162.4,0.9846,0.9898,0.9878
687638.tif,687638.tif,"(512, 512, 4)",0.9854,4490.78,4241.84,4092.61,4361.45,3605.21,3333.21,3133.37,3003.78,0.9934,0.9967,0.9897
687713.tif,687713.tif,"(512, 512, 4)",1.0,1837.73,1918.71,1859.88,2713.94,806.24,912.29,1104.54,1174.91,0.9486,0.9601,0.9602
687783.tif,687783.tif,"(512, 512, 4)",0.0545,557.13,786.17,616.84,2434.34,186.48,209.58,271.48,1208.82,-0.1958,0.1503,0.1929
687923.tif,687923.tif,"(512, 512, 4)",0.3646,1224.32,1423.42,1197.27,3144.17,2156.95,1902.62,1789.23,1494.39,0.8655,0.8841,0.8632
687997.tif,687997.tif,"(512, 512, 4)",0.3435,1884.28,2046.92,1926.54,3553.37,2681.44,2419.16,2275.21,1751.49,0.9475,0.9545,0.9453
688098.tif,688098.tif,"(512, 512, 4)",0.9995,6644.71,6197.72,5975.88,6223.85,2752.08,2540.06,2394.97,2298.2,0.9958,0.9935,0.9818
688132.tif,688132.tif,"(512, 512, 4)",0.0,522.08,671.13,497.87,2800.63,162.55,238.12,339.96,813.21,-0.5945,-0.5259,-0.5884
688153.tif,688153.tif,"(512, 512, 4)",1.0,7368.17,6959.01,6607.6,6777.46,802.43,757.49,733.9,598.46,0.9933,0.9932,0.9872
688215.tif,688215.tif,"(512, 512, 4)",0.0,5647.46,5302.84,4923.6,5852.69,2658.93,2461.57,2393.1,1653.33,0.9426,0.9545,0.9464
688285.tif,688285.tif,"(512, 512, 4)",0.8838,3680.43,3636.7,3412.97,3725.07,3321.82,3182.68,3149.44,2752.96,0.9399,0.9451,0.9395
688426.tif,688426.tif,"(512, 512, 4)",0.9988,1318.67,1335.61,1136.76,2640.62,188.76,179.73,213.78,318.83,0.1315,0.2425,0.0929
688508.tif,688508.tif,"(512, 512, 4)",1.0,6262.38,5801.48,5603.29,5523.53,1425.97,1256.45,1085.96,1024.77,0.9891,0.9946,0.9922
688602.tif,688602.tif,"(512, 512, 4)",1.0,3679.06,3516.43,3275.86,4383.41,2035.24,1873.85,1814.49,1491.35,0.9932,0.9943,0.9826
688637.tif,688637.tif,"(512, 512, 4)",0.9994,1898.52,1964.14,1747.59,2677.8,1337.41,1201.23,1136.25,1236.86,0.7786,0.8126,0.7967
688730.tif,688730.tif,"(512, 512, 4)",0.908,5322.25,5132.59,4881.31,5797.93,3313.6,3187.97,3186.86,2436.92,0.9614,0.9665,0.9591
688861.tif,688861.tif,"(512, 512, 4)",1.0,3386.43,3249.76,3077.53,2851.03,3356.86,3233.65,3137.19,2965.95,0.9987,0.999,0.9953
688866.tif,688866.tif,"(512, 512, 4)",0.988,5837.52,5508.7,5196.7,5913.84,2026.04,1867.84,1794.28,1504.29,0.9941,0.9957,0.9839
688933.tif,688933.tif,"(512, 512, 4)",0.0707,297.56,404.37,257.62,2496.43,134.91,136.82,141.16,411.83,0.2341,0.3826,0.2107
688956.tif,688956.tif,"(512, 512, 4)",0.1745,1041.85,1345.78,1622.52,2967.8,1063.92,978.82,939.16,920.16,0.8099,0.8571,0.8709
688967.tif,688967.tif,"(512, 512, 4)",0.2421,1424.74,1610.37,1470.66,2902.81,2097.01,1949.84,1906.69,1823.47,0.8231,0.8523,0.8243
689107.tif,689107.tif,"(512, 512, 4)",1.0,4575.2,4430.73,4359.6,5170.01,1657.42,1571.94,1560.34,1428.61,0.9908,0.9914,0.986
689179.tif,689179.tif,"(512, 512, 4)",0.3538,2184.93,2323.03,2209.58,3516.25,3002.5,2656.26,2475.81,2019.03,0.9567,0.9656,0.9578
689275.tif,689275.tif,"(512, 512, 4)",0.344,1405.25,1558.82,1461.1,3156.86,1925.69,1772.36,1707.61,1442.17,0.8866,0.9017,0.8884
689444.tif,689444.tif,"(512, 512, 4)",0.4932,1060.04,1372.98,1506.38,2583.78,824.78,836.9,916.35,1059.09,0.8545,0.9025,0.8679
689485.tif,689485.tif,"(512, 512, 4)",0.5135,2148.01,2274.35,2330.4,3477.26,2452.01,2275.08,2161.13,1868.36,0.9401,0.9541,0.9571
689567.tif,689567.tif,"(512, 512, 4)",1.0,5994.35,5691.12,5478.95,5558.83,1184.74,1117.58,1064.7,934.28,0.9945,0.9946,0.9918
689593.tif,689593.tif,"(512, 512, 4)",0.8689,5732.75,5392.09,5050.11,5243.01,4357.35,4080.53,3898.77,3269.44,0.9812,0.9852,0.9822
689648.tif,689648.tif,"(512, 512, 4)",0.4026,784.16,916.38,913.57,1788.35,1032.89,1010.05,990.32,990.99,0.9574,0.9677,0.961
689810.tif,689810.tif,"(512, 512, 4)",1.0,7924.74,7389.78,6938.59,6360.83,1816.94,1710.72,1620.1,1502.04,0.9975,0.9983,0.9936
689849.tif,689849.tif,"(512, 512, 4)",1.0,3960.37,3805.73,3541.44,4709.5,1170.11,1081.28,1047.42,850.14,0.9919,0.9936,0.9753
689964.tif,689964.tif,"(512, 512, 4)",0.9029,1299.3,1452.25,1278.19,3274.03,1262.74,1184.3,1192.14,1076.32,0.6674,0.6848,0.6381
690016.tif,690016.tif,"(512, 512, 4)",1.0,3125.79,2983.47,2740.56,3403.98,1035.82,971.55,1009.65,940.23,0.9354,0.9509,0.9301
690180.tif,690180.tif,"(512, 512, 4)",0.0,4229.56,4124.12,4119.63,4141.23,1873.99,1686.8,1566.77,1535.2,0.9961,0.9967,0.9867
690268.tif,690268.tif,"(512, 512, 4)",0.596,2139.31,2199.2,2034.24,3677.95,2383.76,2233.06,2188.29,2058.79,0.8762,0.9005,0.8875
690408.tif,690408.tif,"(512, 512, 4)",0.9703,2437.89,2504.87,2647.83,2957.92,1561.39,1429.74,1341.99,1335.95,0.9663,0.9784,0.9761
690462.tif,690462.tif,"(512, 512, 4)",0.0066,504.07,523.58,376.3,317.03,72.51,72.39,69.65,65.38,0.9446,0.9342,0.9601
690500.tif,690500.tif,"(512, 512, 4)",0.007,206.1,166.11,62.14,58.38,31.28,23.03,14.52,15.21,-0.1114,0.4092,0.6797
690525.tif,690525.tif,"(512, 512, 4)",0.0058,540.56,774.7,577.93,1605.3,392.8,476.76,504.78,1372.16,-0.3242,-0.407,-0.173
690579.tif,690579.tif,"(512, 512, 4)",0.4976,1514.19,1874.99,2194.31,2956.5,557.17,598.71,680.41,758.35,0.8524,0.9132,0.9115
690607.tif,690607.tif,"(512, 512, 4)",0.2129,720.88,966.35,957.83,2460.0,934.76,887.62,895.49,909.18,0.8432,0.881,0.8658
690882.tif,690882.tif,"(512, 512, 4)",0.9942,2149.81,2184.82,2116.99,3085.38,807.89,776.92,779.73,679.35,0.941,0.9502,0.9393
690984.tif,690984.tif,"(512, 512, 4)",0.8462,1979.0,2013.13,1816.04,2964.25,1124.04,968.63,903.26,733.66,0.7484,0.7842,0.7422
691088.tif,691088.tif,"(512, 512, 4)",1.0,9359.47,8796.01,8362.65,8215.91,1935.49,1787.72,1693.22,1381.35,0.9971,0.998,0.9973
